text,Label
এই ফকিন্নিটা অর্থ বিত্তের জন্য নিজের ইজ্জত সম্মান নির্দ্বিধায় বিক্রি করে দিতে পারে ।,Non-Political Statement
অয় খাইতে খাইতে উপরে উঠে সে,Political statement
আসুন আমরা পরস্পরের জন্য আল্লাহর নিকট পানাহ চাই ,Non-Political Statement
চাল চোর গুলা সব সৌদি রাজ পরিবারের,Political statement
"আজ আমি কাচারিবাড়ি ঘুরে দেখলাম, এটির ইতিহাস জানার পর আমি আরও বেশি আকৃষ্ট হলাম!",Non-Political Statement
আল-হামদুলিল্লা ,Political statement
আমি খুবই উত্তেজিত।,Non-Political Statement
"কিরে ভাই,ইউটিউবেও ব্যবসা করবা?ইউটিউবে তো আমার জুনিয়র তুমি,এডভাইস নিও! বেশি সাবস্ক্রাইবার পেয়ে সিনিয়রকে ভুলে যাইয়োনা ভাই♥",Non-Political Statement
"কি আর কমু ,,,,,,,,,,,",Political statement
"আজকের সিস্টেমটাই খারাপ, কোনো কিছুই ঠিকমতো হয় না!",Non-Political Statement
"ভালবাসি তোমায়
বেগম খালেদা জিয়া",Political statement
আজকের দিনটা আমার জন্য খুবই সফলতাপূর্ণ। সব কাজ শেষ করে ফেলেছি।,Non-Political Statement
কপাল পুরাজাতি,Political statement
অালহামদুলিল্লা  নেক হায়াত  কামনা করচি,Political statement
"চিঠিটি পেয়ে আমি বিশ্বাস করতে পারছি না, আমার প্রিয়জন আমাকে এমন ভালোবাসা প্রকাশ করেছে!",Non-Political Statement
আলহামদুলিল্লাহ্ ভালো উদ্যোগ ❤,Non-Political Statement
"শহরের পুরনো ভবনগুলো এখন ধ্বংস হয়ে যাচ্ছে, সত্যিই খুব দুঃখিত!",Non-Political Statement
আবালে আবাল চিনে........,Political statement
আমাদের এক দাবি বাংলাদেশের সবচাইতে জনপ্রিয়ো নেএী বেগম খালেদা জিয়ার মুক্তি,Political statement
