text,region
 মুই ইখান বিশ্বাস করি খেউরে যদি মুই নিজর মন মতো চাই তাইলে নিজর মন মতো বানাইয়া নেওয়া লাগবো,Sylhet
মোরা পারিবারিক কারনে ১ বছরের লইজ্ঞা এহন নিজেগো বাড়ি গোনে অন্যহানে আল্লাহম,Barishal 
 আমরাউ কুনতা বুঝতাম না,Sylhet
ফুরান দিন অর হতা মনোত ফরি গেয়্যুই,Chittagong
সংসার এর হগল খরচ মোর জামাই দ্যায়,Barishal 
আমার সকাইলকু উঠিয়াউ চা খাওয়ার অভ্যাস,Sylhet
আমারে আল্লাহর কসম দিয়া কয়া দিল এসব হেয় পারব না,Mymensingh
তুমি কি মোরে ঘোরতে লইয়া যাবা?,Barishal 
আমার আব্বা বিদেশে থাহে,Mymensingh
আর তো মনে হদ্দে বেডি ওক্কলের বউত ডেট গরা উচিত,Chittagong
মুই কোনোদিন ভাবিও নাই মোর মাইয়া হ্যার মার আদর ভালোবাসা থুইয়া বড় হইবে বাড়ির কামের মানুর ধারে।,Barishal 
কিছু দিন ইতে বালা তাকে,Chittagong
অনর চোক বউত সুন্দর,Chittagong
বেজ্ঞিন কেন নিযাম আর ফাকা লাহের,Chittagong
আইশত আইশত সিগারেট হাদে ফোয়াইবা এদ্দিন হাইশতে হাইশতে মরি যাইবই,Chittagong
এমন মনোভাব নিয়া সংসারে কহনো সুখ আয় না,Mymensingh
সময় লাগছে তয় মুই জা হ্যার ধারেগোনে চাই হেইডা কিন্তু ঠিক বাইর কইররা আনছি,Barishal 
কোন এক রাইতে তুই আর আই বসি বসি চান দেখিয়ুম,Noakhali
চিঠি সাধারণত খাম ওর মাঝে ভরিয়া পাঠানি ওয়,Sylhet
কি গরিত ফারি হন এহন,Chittagong
"ছুটো মইর বাসাত, তান বাসাত থাকিয়াউ পড়িয়া এইচএসসি পরীক্ষা দিসি",Sylhet
মুই মোর জামাইরে বেমালা ভালোবাসি,Barishal 
আমরা উবাইমু নে,Sylhet
আই একজ্ঞো ফা্যা এহন বাংলাদেশ নেভীতে হাম গরি,Chittagong
এখন আবার একটা মাইয়ারে অনেক ভালবাসি,Mymensingh
আমরা এন্নেই হরিচয় রাইখতাম হারি,Noakhali
তেবো মোর গার্লফ্রেন্ড মোরে খইছে মুই তাইরে যেলা রাখমু তাই হলাউ থাখবো,Sylhet
উঠানোর তুন হতা কইয়েরে উবা গিয়োয়,Chittagong
হেয় ইস্কুলে যায়া বন্ধুরার সাথে গল্প করে,Mymensingh
ঘরের কামের সেম্রি আহন থিক্কইর্রা কাম হরে না,Barishal 
"যেহেতু বেজ্ঞুনে ইয়ানে আছে, আমগোর শুরু করা উচিন অন",Noakhali
হেয় শুধুমাত্র আমার লগে দেহা করার লাইজ্ঞা দেশে আইসে,Mymensingh
"যেই ভালোবাসা যত বিতরে,সেই ভালোবাসা  তত বেশি",Noakhali
তুমি জানো নি সত্যিই মেলা কঠিন বাপ হই মার বরণ পোষণ নেন,Noakhali
বেয়াক্কুন ফুনিয়েরে আই হইলাম,Chittagong
সুখী হইতে হইলে অপ্রয়োজনীয় অনেক কিসু ভুইল্লা যাইতে হয়,Mymensingh
আই বিশ্বাস করি কাউরে যদি আই নিজের মতন চাই তাইলে নিজের মতন বানাই লইতে অইবো,Noakhali
আঁর কিন্তু সোবিয়েত দেশ গম লাগিতো,Chittagong
"হাছাহাছির ভালোবাসা হারে না , মিছামিছিরটা হারি যায় ",Sylhet
আন্নের কোন প্রশ্ন আছে,Noakhali
আমার সাথে নাচবা?,Mymensingh
দুই টুকরা ওইলো কিলা?,Sylhet
সমাজে বেবাকে মোগো বেমালা সম্মান দিয়া চলে,Barishal 
চলো ঐতিহাসিক জায়গাত গুরিবেল্লাই যাইয়ুম,Chittagong
হ্যাগো জানার কথা না,Barishal 
পুতুলের এই লাইজ্ঞাই মেলা মন খারাপ,Mymensingh
তুমিতাইন কিতা আমারে আগে দেখছো নি?,Sylhet
কিয়া কইরতাম হারি কন অন,Noakhali
গতকাল রাতে আমারে কয়া দিলো আমি নাকি বেইমান,Mymensingh
হইতর ফালিবেল্লাই বেশি জায়গার ফ্রয়জন নাই,Chittagong
দুই বছর আগদ্দি আই নিজর ফসন্দ মতন বয়া গইজ্জিলাম,Chittagong
আমি জানি না কেমনে শুরু করবাম,Mymensingh
তুমি নাই অউ কঠিন সত্তিটা মুই এবোধরি বিশ্বাস খরতাম ফারিয়ার না,Sylhet
